area_type,availability,location,size,society,total_sqft,bath,balcony,price,adjusted_price
Super built-up  Area,Ready To Move,Santacruz,3 BHK,Prityel,1075,2.0,1.0,44.0,44.0
Super built-up  Area,18-Feb,Lower Parel,2 BHK,,1210,2.0,1.0,77.93,77.93
Super built-up  Area,Ready To Move,Powai,3 BHK,,2000,3.0,2.0,100.0,100.0
Super built-up  Area,Ready To Move,Worli,2 BHK,DLhtsnd,1225,2.0,0.0,68.0,68.0
Super built-up  Area,Ready To Move,Dadar,2 BHK,HRaniIb,1290,2.0,1.0,80.04,96.048
Built-up  Area,Ready To Move,Mulund,2 BHK,,1220,2.0,0.0,56.0,56.0
Plot  Area,Ready To Move,Worli,1 Bedroom,,1500,2.0,0.0,85.0,85.0
Super built-up  Area,Ready To Move,Colaba,2 BHK,Maisehi,1361,2.0,2.0,79.0,102.7
Plot  Area,Ready To Move,Mulund,5 Bedroom,,2801.25,4.0,1.0,462.0,462.0
Built-up  Area,Ready To Move,Khar,2 BHK,NCaveun,1394,2.0,2.0,85.0,85.0
Super built-up  Area,Ready To Move,Powai,2 BHK,,870,2.0,1.0,27.0,27.0
Plot  Area,Ready To Move,Ghatkopar,4 Bedroom,,5000,5.0,3.0,300.0,300.0
Super built-up  Area,18-May,Khar,2 BHK,Pumesim,1222,2.0,2.0,98.0,98.0
Super built-up  Area,Ready To Move,Worli,2 BHK,Mahosya,1420,2.0,1.0,99.39,99.39
Super built-up  Area,Ready To Move,Malad,3 BHK,,1846,3.0,2.0,135.0,135.0
Plot  Area,Ready To Move,Lower Parel,2 Bedroom,,1688.12,2.0,1.0,270.0,270.0
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,IBityin,1167,2.0,2.0,64.08,64.08
Super built-up  Area,Ready To Move,Borivali,2 BHK,,902,2.0,2.0,25.0,25.0
Super built-up  Area,Ready To Move,Khar,4 BHK,,2422,4.0,3.0,135.0,135.0
Super built-up  Area,Ready To Move,Chembur,2 BHK,,1050,2.0,2.0,52.5,52.5
Built-up  Area,Ready To Move,Malad,2 BHK,,1000,2.0,0.0,50.0,50.0
Built-up  Area,Ready To Move,Malad,2 BHK,,1260,2.0,0.0,58.0,58.0
Built-up  Area,Ready To Move,Bandra,3 Bedroom,,3000,3.0,2.0,450.0,450.0
Super built-up  Area,Ready To Move,Bandra,2 BHK,DLhtsen,939,2.0,2.0,39.0,39.0
Plot  Area,Ready To Move,Worli,9 Bedroom,,1590,6.0,1.0,150.0,150.0
Plot  Area,Ready To Move,Mulund,1 Bedroom,,600,1.0,0.0,37.0,37.0
Built-up  Area,Ready To Move,Santacruz,2 BHK,,1298,2.0,1.0,59.0,59.0
Super built-up  Area,Ready To Move,Powai,3 BHK,Asintas,1710,3.0,2.0,135.0,135.0
Super built-up  Area,Ready To Move,Borivali,2 BHK,Srnumum,1000,2.0,1.0,45.0,45.0
Super built-up  Area,Ready To Move,Khar,3 BHK,Reitice,3350,3.0,3.0,150.0,150.0
Plot  Area,Ready To Move,Colaba,2 Bedroom,,1200,4.0,1.0,138.0,179.4
Built-up  Area,Ready To Move,Santacruz,2 BHK,,1100,2.0,2.0,68.0,68.0
Super built-up  Area,Ready To Move,Chembur,1 BHK,Vaniai ,615,1.0,1.0,46.0,46.0
Super built-up  Area,18-Apr,Colaba,2 BHK,PualeSk,1350,2.0,1.0,85.0,110.5
Built-up  Area,Ready To Move,Santacruz,4 Bedroom,,5000,5.0,2.0,325.0,325.0
Super built-up  Area,Ready To Move,Juhu,3 BHK,Lelia M,2700,3.0,1.0,501.0,651.3000000000001
Plot  Area,Ready To Move,Ghatkopar,6 Bedroom,,4000,6.0,2.0,460.0,460.0
Super built-up  Area,Ready To Move,Juhu,3 BHK,Soiniy ,1718,3.0,2.0,130.0,169.0
Super built-up  Area,Ready To Move,Worli,3 BHK,Eladero,1680,3.0,2.0,112.0,112.0
Plot  Area,Ready To Move,Borivali,2 Bedroom,,1500,2.0,0.0,90.0,90.0
Super built-up  Area,18-May,Juhu,3 BHK,AsastDe,1157,2.0,1.0,72.0,93.60000000000001
Super built-up  Area,Ready To Move,Juhu,2 BHK,,1179,2.0,1.0,51.0,66.3
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,RatosAr,1255 - 1375,2.0,0.0,60.48,60.48
Super built-up  Area,18-Mar,Lower Parel,2 BHK,,1105,2.0,2.0,28.18,28.18
Super built-up  Area,Ready To Move,Bandra,3 BHK,Bregae ,1800,3.0,2.0,175.0,175.0
Super built-up  Area,Ready To Move,Santacruz,2 BHK,ShshaSa,1010,2.0,1.0,52.0,52.0
Super built-up  Area,18-Jan,Colaba,1 BHK,Prarkun,630,1.0,1.0,46.0,59.800000000000004
Plot  Area,19-Apr,Malad,2 Bedroom,,1200,2.0,1.0,36.1,36.1
Super built-up  Area,Ready To Move,Juhu,2 BHK,,1025,2.0,1.0,60.0,78.0
Super built-up  Area,Ready To Move,Goregaon,2 BHK,,1195,2.0,2.0,59.0,59.0
Super built-up  Area,18-Feb,Worli,2 BHK,Alsta F,1012,2.0,1.0,58.0,58.0
Super built-up  Area,Ready To Move,Malad,3 BHK,SoitaCa,1884,4.0,2.0,118.0,118.0
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,Soe 2as,1090,2.0,1.0,37.0,37.0
Super built-up  Area,Ready To Move,Santacruz,3 BHK,Prone M,1300,3.0,2.0,77.99,77.99
Super built-up  Area,Ready To Move,Kurla,4 BHK,IDldsin,2950,4.0,2.0,250.0,250.0
Super built-up  Area,Ready To Move,Goregaon,3 BHK,SrEndPo,1710,3.0,3.0,85.0,85.0
Super built-up  Area,Ready To Move,Powai,3 BHK,,1500,3.0,1.0,68.0,68.0
Super built-up  Area,Ready To Move,Worli,3 BHK,Jae 1ke,1310,2.0,2.0,53.0,53.0
Super built-up  Area,18-Dec,Mulund,2 BHK,,674,1.0,1.0,19.9,19.9
Built-up  Area,Ready To Move,Bandra,3 BHK,,1350,3.0,2.0,70.0,70.0
Built-up  Area,Ready To Move,Bandra,3 BHK,PlhtsHe,1464,2.0,2.0,115.0,115.0
Built-up  Area,Ready To Move,Ghatkopar,3 BHK,Asara S,715,2.0,1.0,29.0,29.0
Built-up  Area,18-Dec,Santacruz,3 BHK,,1400,2.0,1.0,40.45,40.45
Super built-up  Area,19-Dec,Borivali,3 BHK,DSineSt,1625,2.0,2.0,48.75,48.75
Built-up  Area,18-Dec,Colaba,2 BHK,,1065,2.0,1.0,30.76,39.98800000000001
Plot  Area,Ready To Move,Juhu,6 Bedroom,,510,4.0,1.0,70.0,91.0
Super built-up  Area,Ready To Move,Dadar,3 BHK,,1385,3.0,3.0,90.0,108.0
Super built-up  Area,Ready To Move,Ghatkopar,2 BHK,JKmesHo,1040,2.0,1.0,50.0,50.0
Super built-up  Area,Ready To Move,Colaba,3 BHK,,1817,3.0,2.0,110.0,143.0
Super built-up  Area,Ready To Move,Worli,2 BHK,PSterAs,1205,2.0,1.0,47.0,47.0
Super built-up  Area,Ready To Move,Powai,2 BHK,,1070,2.0,2.0,33.43,33.43
Super built-up  Area,Ready To Move,Malad,2 BHK,,1070,2.0,1.0,52.0,52.0
Super built-up  Area,Ready To Move,Colaba,2 BHK,,1340,2.0,1.0,75.0,97.5
Super built-up  Area,Ready To Move,Vile Parle,2 BHK,ARomee ,980,2.0,2.0,35.0,35.0
Built-up  Area,Ready To Move,Colaba,2 BHK,SVthaho,1006,2.0,0.0,44.0,57.2
Super built-up  Area,Ready To Move,Khar,2 BHK,Bhmesy ,1098,2.0,1.0,71.0,71.0
Built-up  Area,Ready To Move,Powai,2 BHK,MyeurGr,1200,2.0,1.0,53.5,53.5
Super built-up  Area,Ready To Move,Dadar,4 BHK,Prtanha,4190,4.0,,325.0,390.0
Super built-up  Area,Ready To Move,Colaba,2 BHK,Ahriaup,1019,2.0,1.0,62.0,80.60000000000001
Super built-up  Area,18-May,Juhu,2 BHK,,1150,2.0,2.0,40.21,52.273
Plot  Area,Ready To Move,Dadar,3 Bedroom,Vaensnd,1733.5,3.0,1.0,120.0,144.0
Super built-up  Area,Ready To Move,Bandra,2 BHK,Essic C,1415,2.0,2.0,120.0,120.0
Built-up  Area,21-Dec,Khar,3 BHK,,1750,3.0,2.0,58.0,58.0
Super built-up  Area,18-Dec,Dadar,3 BHK,,1537,3.0,2.0,81.0,97.2
Built-up  Area,Ready To Move,Lower Parel,2 BHK,Mawerer,1050,2.0,2.0,45.0,45.0
Super built-up  Area,Ready To Move,Mulund,3 BHK,JRrnauv,1452,3.0,3.0,55.6,55.6
Super built-up  Area,Ready To Move,Bandra,2 BHK,IBictnd,1246,2.0,1.0,95.0,95.0
Built-up  Area,Ready To Move,Vile Parle,3 BHK,PrrloMo,1890,4.0,2.0,85.0,85.0
Super built-up  Area,18-May,Worli,2 BHK,MJtroty,972,2.0,1.0,40.0,40.0
Plot  Area,Ready To Move,Mulund,4 Bedroom,,10624,4.0,2.0,2340.0,2340.0
Plot  Area,Ready To Move,Bandra,4 Bedroom,Goodsrb,1500,5.0,3.0,160.0,160.0
Super built-up  Area,18-Aug,Juhu,1 BHK,Prarkun,630,1.0,1.0,33.7,43.81
Plot  Area,18-Mar,Ghatkopar,8 Bedroom,,1050,5.0,0.0,80.0,80.0
Built-up  Area,Ready To Move,Malad,3 BHK,,1255,2.0,1.0,60.0,60.0
Plot  Area,Ready To Move,Colaba,4 Bedroom,,1900,4.0,2.0,185.0,240.5
Plot  Area,Ready To Move,Khar,3 Bedroom,,2440,3.0,1.0,142.0,142.0
Super built-up  Area,21-May,Santacruz,3 BHK,GolusLi,1938,3.0,3.0,92.69,92.69
Super built-up  Area,Ready To Move,Colaba,3 BHK,,1711,3.0,2.0,125.0,162.5
Plot  Area,Ready To Move,Santacruz,5 Bedroom,,1200,4.0,3.0,240.0,240.0
Super built-up  Area,18-Jul,Goregaon,2 BHK,Pu270a ,1392,2.0,1.0,95.0,95.0
Super built-up  Area,18-Mar,Santacruz,2 BHK,SNnia E,1225,2.0,1.0,77.0,77.0
Super built-up  Area,Ready To Move,Mulund,4 BHK,Saitya ,3418,3.0,,235.0,235.0
Super built-up  Area,Ready To Move,Goregaon,3 BHK,Soweray,1750,3.0,2.0,120.0,120.0
Super built-up  Area,Ready To Move,Powai,3 BHK,Mayne A,1260,2.0,1.0,80.0,80.0
Super built-up  Area,19-Dec,Borivali,1 BHK,AsastDe,691,1.0,1.0,31.1,31.1
Plot  Area,Ready To Move,Vile Parle,4 Bedroom,,2400,3.0,2.0,400.0,400.0
Super built-up  Area,Ready To Move,Juhu,2 BHK,NDionas,1285,2.0,1.0,78.0,101.4
Built-up  Area,Ready To Move,Vile Parle,3 BHK,Thuse F,1590,3.0,2.0,96.0,96.0
Super built-up  Area,Ready To Move,Lower Parel,3 BHK,JSyane ,1571,3.0,2.0,65.0,65.0
Built-up  Area,Ready To Move,Juhu,5 Bedroom,,2800,5.0,1.0,220.0,286.0
Super built-up  Area,Ready To Move,Borivali,2 BHK,,1060,2.0,1.0,48.66,48.66
Super built-up  Area,Ready To Move,Powai,2 BHK,Shateor,1255,2.0,1.0,58.0,58.0
Plot  Area,Ready To Move,Lower Parel,4 Bedroom,,702,4.0,0.0,65.0,65.0
Plot  Area,Ready To Move,Juhu,3 Bedroom,,2400,2.0,2.0,185.0,240.5
Super built-up  Area,Ready To Move,Worli,3 BHK,SNity S,1520,2.0,3.0,81.0,81.0
Super built-up  Area,Ready To Move,Khar,3 BHK,Wiowsri,1430 - 1630,,,70.99,70.99
Super built-up  Area,Ready To Move,Dadar,2 BHK,MJlese ,1170,2.0,1.0,45.51,54.611999999999995
Super built-up  Area,Ready To Move,Santacruz,3 BHK,,1580,3.0,2.0,75.0,75.0
Super built-up  Area,Ready To Move,Ghatkopar,3 BHK,SoystAm,1777.26,3.0,2.0,89.0,89.0
Super built-up  Area,Ready To Move,Santacruz,2 BHK,GrrvaGr,1303,2.0,2.0,55.78,55.78
Built-up  Area,Ready To Move,Dadar,2 BHK,,1680,2.0,3.0,59.0,70.8
Built-up  Area,Ready To Move,Worli,3 BHK,Sonviik,1495,2.0,,70.0,70.0
Super built-up  Area,18-Mar,Andheri,3 BHK,Miitat ,1835,3.0,1.0,108.0,129.6
Plot  Area,Ready To Move,Dadar,3 Bedroom,,610,3.0,1.0,60.0,72.0
Built-up  Area,Ready To Move,Santacruz,2 BHK,,1080,2.0,2.0,38.0,38.0
Built-up  Area,18-Dec,Bandra,2 BHK,,1025,2.0,1.0,29.61,29.61
Super built-up  Area,18-Aug,Worli,2 BHK,SNnia E,1225,2.0,1.0,67.48,67.48
Super built-up  Area,20-Jan,Malad,1 BHK,Soresea,656,1.0,1.0,34.77,34.77
Super built-up  Area,Ready To Move,Goregaon,2 BHK,Ascid P,994,2.0,2.0,45.0,45.0
Super built-up  Area,Ready To Move,Colaba,2 BHK,Pao 2Sm,1025,2.0,1.0,65.0,84.5
Built-up  Area,Ready To Move,Mulund,2 BHK,VRave E,1156,2.0,2.0,52.0,52.0
Super built-up  Area,Ready To Move,Juhu,2 BHK,Maarkr ,1250,2.0,2.0,60.0,78.0
Built-up  Area,Ready To Move,Goregaon,4 Bedroom,Roima A,3092,4.0,3.0,230.0,230.0
Super built-up  Area,Ready To Move,Colaba,3 BHK,SoitaCa,1930,4.0,2.0,122.0,158.6
Built-up  Area,Ready To Move,Kurla,2 BHK,Saeraep,1020,2.0,1.0,70.0,70.0
Built-up  Area,Ready To Move,Worli,3 BHK,,1310,2.0,1.0,70.0,70.0
Super built-up  Area,19-Dec,Bandra,1 BHK,Vaniai ,610 - 615,1.0,0.0,27.565,27.565
Built-up  Area,Ready To Move,Ghatkopar,2 BHK,Prdhue ,1322,2.0,3.0,70.0,70.0
Super built-up  Area,Ready To Move,Powai,2 BHK,,1160,2.0,2.0,57.0,57.0
Super built-up  Area,Ready To Move,Bandra,2 BHK,,1100,2.0,2.0,48.0,48.0
Built-up  Area,Ready To Move,Colaba,3 BHK,RothaVa,1720,3.0,3.0,150.0,195.0
Super built-up  Area,18-Jul,Kurla,3 BHK,PuendWe,1689,3.0,2.0,103.0,103.0
Super built-up  Area,Ready To Move,Khar,2 BHK,,1090,2.0,1.0,47.42,47.42
Super built-up  Area,Ready To Move,Andheri,2 BHK,,2000,2.0,0.0,75.0,90.0
Super built-up  Area,Ready To Move,Kurla,2 BHK,Patust ,1155,2.0,2.0,69.0,69.0
Built-up  Area,Ready To Move,Colaba,6 Bedroom,,4000,6.0,0.0,230.0,299.0
Built-up  Area,18-Jun,Borivali,4 Bedroom,Marthur,3913,5.0,0.0,176.0,176.0
Super built-up  Area,Ready To Move,Goregaon,3 BHK,Brium C,3520,5.0,2.0,320.0,320.0
Super built-up  Area,18-Jun,Dadar,2 BHK,,1125,2.0,2.0,39.98,47.97599999999999
Built-up  Area,18-Apr,Powai,3 BHK,Hotat H,1847,3.0,3.0,92.0,92.0
Super built-up  Area,Ready To Move,Powai,3 BHK,Srncya ,1515,2.0,1.0,76.0,76.0
Plot  Area,Ready To Move,Dadar,8 Bedroom,,3450,7.0,2.0,225.0,270.0
Plot  Area,Ready To Move,Malad,5 Bedroom,,2500,3.0,1.0,120.0,120.0
Built-up  Area,Ready To Move,Malad,2 BHK,Srntssh,1130,2.0,2.0,55.0,55.0
Super built-up  Area,Ready To Move,Juhu,2 BHK,Goner C,1049,2.0,1.0,51.0,66.3
Super built-up  Area,Ready To Move,Bandra,3 BHK,,2650,4.0,0.0,175.0,175.0
Super built-up  Area,18-Dec,Powai,2 BHK,,850,2.0,1.0,25.4,25.4
Super built-up  Area,20-Jan,Goregaon,3 BHK,DNncasa,1842,3.0,2.0,115.0,115.0
Plot  Area,Ready To Move,Powai,5 Bedroom,,2600,5.0,3.0,370.0,370.0
Super built-up  Area,20-Dec,Kurla,2 BHK,ArndsSk,1282,2.0,1.0,72.0,72.0
Super built-up  Area,Ready To Move,Chembur,2 BHK,PrncyRe,800,2.0,1.0,40.0,40.0
Plot  Area,Ready To Move,Andheri,4 Bedroom,,1200,4.0,2.0,240.0,288.0
Super built-up  Area,18-Sep,Colaba,3 BHK,SunceEs,1190,2.0,2.0,30.35,39.455000000000005
Super built-up  Area,18-May,Santacruz,3 BHK,Vrenty ,1318,2.0,1.0,68.0,68.0
Super built-up  Area,19-Jul,Dadar,2 BHK,Soazak ,1698,2.0,1.0,105.0,126.0
Super built-up  Area,Ready To Move,Mulund,3 BHK,,2030,2.0,1.0,182.0,182.0
Super built-up  Area,Ready To Move,Santacruz,3 BHK,DSOakil,1276,2.0,1.0,31.9,31.9
Super built-up  Area,Ready To Move,Worli,3 BHK,Maenara,1555,2.0,1.0,67.0,67.0
Super built-up  Area,17-May,Ghatkopar,3 BHK,Ahriaup,1881,3.0,2.0,145.0,145.0
Super built-up  Area,Ready To Move,Lower Parel,3 BHK,,2900,3.0,2.0,325.0,325.0
Super built-up  Area,18-Jul,Borivali,3 BHK,Miitat ,1890,3.0,2.0,109.0,109.0
Super built-up  Area,Ready To Move,Khar,5 BHK,,900,5.0,,135.0,135.0
Super built-up  Area,20-Dec,Khar,2 BHK,SheldGr,935,2.0,1.0,32.0,32.0
Super built-up  Area,Ready To Move,Borivali,2 BHK,Santspa,1000,2.0,3.0,58.0,58.0
Super built-up  Area,Ready To Move,Dadar,3 BHK,,1510,3.0,2.0,75.0,90.0
Built-up  Area,Ready To Move,Vile Parle,2 BHK,,1120,2.0,1.0,50.0,50.0
Super built-up  Area,Ready To Move,Malad,2 BHK,,930,2.0,1.0,25.99,25.99
Super built-up  Area,Ready To Move,Mulund,3 BHK,Itvir M,1160,2.0,2.0,42.0,42.0
Super built-up  Area,Ready To Move,Bandra,2 BHK,GrrvaGr,1419,2.0,2.0,48.1,48.1
Super built-up  Area,Ready To Move,Kurla,2 BHK,,1175,2.0,2.0,62.0,62.0
Built-up  Area,Ready To Move,Colaba,3 BHK,DSsorin,1350,2.0,1.0,63.0,81.9
Super built-up  Area,Ready To Move,Kurla,3 BHK,Sariaat,2215,3.0,2.0,330.0,330.0
Super built-up  Area,Ready To Move,Juhu,2 BHK,DSvar S,996,2.0,1.0,24.9,32.37
Super built-up  Area,19-Dec,Ghatkopar,2 BHK,DSapeto,1076,2.0,1.0,30.13,30.13
Super built-up  Area,Ready To Move,Ghatkopar,4 BHK,,2180,4.0,3.0,115.0,115.0
Super built-up  Area,Ready To Move,Worli,3 BHK,HMonymp,1715,3.0,3.0,112.0,112.0
Super built-up  Area,Ready To Move,Juhu,2 BHK,Srntsha,1072,2.0,2.0,45.0,58.5
Super built-up  Area,Ready To Move,Worli,2 BHK,SVnamnd,1230,2.0,1.0,80.0,80.0
Super built-up  Area,Ready To Move,Kurla,3 BHK,,1600,2.0,1.0,65.0,65.0
Super built-up  Area,18-Dec,Mulund,3 BHK,Bhe 2ko,1411,3.0,1.0,93.25,93.25
Built-up  Area,Ready To Move,Mulund,5 BHK,,3600,5.0,3.0,145.0,145.0
Super built-up  Area,Ready To Move,Andheri,3 BHK,,2404,3.0,2.0,138.0,165.6
Plot  Area,Ready To Move,Santacruz,4 Bedroom,,1200,4.0,,190.0,190.0
Plot  Area,18-Apr,Juhu,3 Bedroom,,1200,3.0,2.0,226.0,293.8
Built-up  Area,Ready To Move,Vile Parle,3 BHK,Srtasno,1208,3.0,1.0,45.0,45.0
Plot  Area,Ready To Move,Chembur,5 Bedroom,,1700,5.0,2.0,300.0,300.0
Super built-up  Area,18-Dec,Colaba,2 BHK,SNnia E,1225,2.0,1.0,69.84,90.792
Super built-up  Area,18-Sep,Lower Parel,2 BHK,Arcia S,1162,2.0,1.0,69.0,69.0
Super built-up  Area,Ready To Move,Borivali,3 BHK,Pronyt ,1262,2.0,1.0,65.0,65.0
Super built-up  Area,18-Apr,Juhu,2 BHK,,1050,2.0,2.0,35.0,45.5
Built-up  Area,18-Dec,Andheri,2 BHK,Sryalan,1160,2.0,1.0,33.51,40.211999999999996
Plot  Area,18-Jul,Santacruz,3 Bedroom,,1500,3.0,1.0,61.95,61.95
Super built-up  Area,Ready To Move,Worli,3 BHK,,1610,3.0,3.0,85.0,85.0
Super built-up  Area,Ready To Move,Borivali,2 BHK,SSthamh,1340,2.0,2.0,41.0,41.0
Super built-up  Area,Ready To Move,Mulund,3 BHK,Adeatlm,2275,4.0,2.0,182.0,182.0
Super built-up  Area,Ready To Move,Colaba,2 BHK,PrityTr,1162,2.0,1.0,58.0,75.4
Built-up  Area,Ready To Move,Colaba,2 Bedroom,,1500,2.0,0.0,145.0,188.5
Plot  Area,Ready To Move,Chembur,4 Bedroom,,3150,3.0,1.0,135.0,135.0
Super built-up  Area,18-Jul,Lower Parel,2 BHK,SJerse ,1170,2.0,2.0,65.0,65.0
Super built-up  Area,Ready To Move,Chembur,2 BHK,Mailsaf,980,2.0,1.0,25.0,25.0
Built-up  Area,Ready To Move,Dadar,3 BHK,,1800,3.0,2.0,60.0,72.0
Super built-up  Area,20-Dec,Kurla,3 BHK,Brens7 ,1423,2.0,1.0,71.73,71.73
Super built-up  Area,Ready To Move,Dadar,2 BHK,Jaisemi,1106,2.0,3.0,40.0,48.0
Built-up  Area,Ready To Move,Lower Parel,2 BHK,Jaood G,1105,2.0,2.0,27.6,27.6
Plot  Area,Ready To Move,Ghatkopar,4 Bedroom,,7500,6.0,2.0,1800.0,1800.0
Super built-up  Area,Ready To Move,Mulund,2 BHK,AmiewLa,1255,2.0,1.0,56.7,56.7
Super built-up  Area,Ready To Move,Vile Parle,3 BHK,Shthi S,1525,2.0,2.0,65.0,65.0
Super built-up  Area,17-Aug,Mulund,2 BHK,ARngsd ,1061,2.0,1.0,38.95,38.95
Plot  Area,19-Mar,Ghatkopar,2 Bedroom,,600,2.0,2.0,29.5,29.5
Super built-up  Area,18-May,Borivali,3 BHK,Sryalan,1400,2.0,2.0,40.45,40.45
Super built-up  Area,Ready To Move,Bandra,3 BHK,Saiewas,2100,3.0,2.0,145.0,145.0
Super built-up  Area,Ready To Move,Powai,2 BHK,Itelaa ,660,1.0,1.0,16.5,16.5
Built-up  Area,Ready To Move,Colaba,2 BHK,,633,1.0,1.0,18.0,23.400000000000002
Super built-up  Area,Ready To Move,Khar,2 BHK,,1260,2.0,3.0,120.0,120.0
Super built-up  Area,Ready To Move,Khar,2 BHK,Samukja,854 - 960,2.0,0.0,55.43,55.43
Super built-up  Area,18-Oct,Mulund,3 BHK,DSapeSk,2047,3.0,2.0,67.55,67.55
Built-up  Area,Ready To Move,Kurla,4 BHK,,2597,4.0,3.0,189.0,189.0
Built-up  Area,Ready To Move,Andheri,2 BHK,,1211,2.0,1.0,63.0,75.6
Super built-up  Area,Ready To Move,Ghatkopar,3 BHK,SaireSa,1904,3.0,2.0,129.0,129.0
Super built-up  Area,20-Jan,Malad,2 BHK,Soresea,1205,2.0,1.0,73.87,73.87
Super built-up  Area,Ready To Move,Dadar,2 BHK,IBityin,1164,2.0,2.0,64.08,76.896
Super built-up  Area,Ready To Move,Powai,2 BHK,Vaodak ,1410,2.0,2.0,73.0,73.0
Built-up  Area,Ready To Move,Khar,2 BHK,DSeme S,1150,2.0,1.0,42.0,42.0
Super built-up  Area,18-Jul,Chembur,2 BHK,Plowsri,1170,2.0,2.0,53.11,53.11
Built-up  Area,Ready To Move,Mulund,2 BHK,,1420,2.0,1.0,62.0,62.0
Super built-up  Area,Ready To Move,Mulund,2 BHK,,1125,2.0,2.0,45.0,45.0
Built-up  Area,Ready To Move,Colaba,3 BHK,Mancy R,1789,3.0,3.0,75.0,97.5
Super built-up  Area,Ready To Move,Khar,2 BHK,NiarkHy,1021,2.0,1.0,76.0,76.0
Super built-up  Area,18-May,Andheri,2 BHK,,1074,2.0,2.0,26.85,32.22
Super built-up  Area,Ready To Move,Borivali,2 BHK,NDfelip,1222,2.0,3.0,48.0,48.0
Super built-up  Area,Ready To Move,Kurla,3 BHK,SaireSa,1981,3.0,1.0,134.0,134.0
Built-up  Area,Ready To Move,Worli,2 BHK,,1103,2.0,2.0,55.0,55.0
Super built-up  Area,Ready To Move,Santacruz,2 BHK,Vencyha,1201,2.0,1.0,65.0,65.0
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,Shthi S,970,2.0,1.0,36.0,36.0
Super built-up  Area,Ready To Move,Mulund,2 BHK,Sondaka,920,2.0,2.0,33.0,33.0
Super built-up  Area,Ready To Move,Chembur,3 BHK,IBityin,1520,3.0,3.0,85.0,85.0
Plot  Area,Ready To Move,Vile Parle,3 Bedroom,,675,3.0,2.0,75.0,75.0
Super built-up  Area,17-Nov,Powai,3 BHK,Skacak ,1268,2.0,1.0,75.0,75.0
Super built-up  Area,Ready To Move,Colaba,1 BHK,,660,1.0,0.0,30.0,39.0
Super built-up  Area,Ready To Move,Colaba,3 BHK,Prncyrn,1755,3.0,2.0,115.0,149.5
Super built-up  Area,Ready To Move,Chembur,2 BHK,Deiveer,945,2.0,1.0,35.0,35.0
Carpet  Area,18-Jul,Chembur,1 BHK,Maian M,500,1.0,1.0,33.0,33.0
Super built-up  Area,Ready To Move,Andheri,4 BHK,Shodsir,2650 - 2990,4.0,0.0,153.5,184.2
Built-up  Area,Ready To Move,Kurla,4 Bedroom,Prana S,1632,3.0,0.0,140.0,140.0
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,,1167,2.0,2.0,37.5,37.5
Super built-up  Area,Ready To Move,Colaba,2 BHK,IBictnd,1276,2.0,2.0,80.0,104.0
Built-up  Area,Ready To Move,Bandra,2 BHK,Tenetee,1234,2.0,2.0,51.0,51.0
Super built-up  Area,Ready To Move,Andheri,2 BHK,RothaVa,1180,2.0,1.0,75.0,90.0
Super built-up  Area,Ready To Move,Worli,3 BHK,Oaines ,1370,2.0,2.0,87.0,87.0
Super built-up  Area,18-Sep,Santacruz,2 BHK,SunceEs,1015,2.0,2.0,25.88,25.88
Plot  Area,Ready To Move,Goregaon,9 Bedroom,,1200,9.0,3.0,230.0,230.0
Built-up  Area,Ready To Move,Vile Parle,3 Bedroom,,1400,3.0,1.0,90.0,90.0
Plot  Area,Ready To Move,Malad,5 Bedroom,,1500,6.0,3.0,155.0,155.0
Plot  Area,Ready To Move,Khar,2 Bedroom,,1050,2.0,0.0,40.0,40.0
Super built-up  Area,18-Jul,Vile Parle,2 BHK,ViistLa,1251,2.0,1.0,46.0,46.0
Super built-up  Area,Ready To Move,Lower Parel,3 BHK,IBityin,1677,3.0,,92.13,92.13
Super built-up  Area,19-Mar,Worli,2 BHK,PualeSk,1346,2.0,1.0,67.38,67.38
Built-up  Area,18-Jul,Borivali,2 BHK,Sryalan,1090,2.0,1.0,31.48,31.48
Plot  Area,Ready To Move,Chembur,5 Bedroom,,1200,4.0,3.0,240.0,240.0
Super built-up  Area,Ready To Move,Andheri,3 BHK,SPavenc,1290,2.0,3.0,51.1,61.32
Super built-up  Area,18-Jul,Dadar,5 BHK,Phaku K,7514,7.0,,1500.0,1800.0
Super built-up  Area,Ready To Move,Bandra,3 BHK,Ahriaup,1881,3.0,2.0,145.0,145.0
Super built-up  Area,Ready To Move,Bandra,2 BHK,,1150,2.0,2.0,52.0,52.0
Plot  Area,Ready To Move,Goregaon,2 Bedroom,,1.25Acres,2.0,2.0,200.0,200.0
Built-up  Area,Ready To Move,Chembur,3 Bedroom,,2690,3.0,2.0,295.0,295.0
Super built-up  Area,Ready To Move,Bandra,3 BHK,,1200,2.0,2.0,42.0,42.0
Super built-up  Area,Ready To Move,Lower Parel,2 BHK,,86.72Sq. Meter,2.0,2.0,40.0,40.0
Super built-up  Area,Ready To Move,Santacruz,3 BHK,Soeurri,2735,4.0,2.0,340.0,340.0
Built-up  Area,Ready To Move,Chembur,2 BHK,,950,2.0,0.0,65.0,65.0
